name,platform,release year,genre,publisher,north america sales,europe sales,japan sales,rest of world sales,global_sales,release_date,critic_score,critic outof,critic count,user score,user count,developer,rating
Eiyuu Densetsu: Zero no Kiseki,PSP,2010,Role-Playing,Falcom Corporation,0.00,0.00,0.16,0.00,0.16,,,,,,,,
X-Men: The Official Game,X360,2006,Action,Activision,0.15,0.00,0.00,0.01,0.16,"May 16, 2006",52,100,57,5.1,16,"Z-Axis, Ltd.",T
Risen 2: Dark Waters,PS3,2012,Role-Playing,Deep Silver,0.03,0.09,0.01,0.03,0.16,"Jul 31, 2012",47,100,13,5.1,30,Piranha Bytes,M
Major League Baseball 2K12,PS3,2012,Sports,Take-Two Interactive,0.15,0.00,0.00,0.01,0.16,"Mar  6, 2012",68,100,8,4.0,4,Visual Concepts,E
Star Trek: Legacy,X360,N/A,Simulation,Ubisoft,0.13,0.02,0.00,0.01,0.16,"Dec 14, 2006",64,100,41,5.6,41,Mad Doc Software,E10+
Family Guy: Back to the Multiverse,PS3,2012,Action,Activision,0.08,0.06,0.00,0.02,0.16,"Nov 20, 2012",40,100,9,6.3,20,Heavy Iron Studios,M
Dawn of Discovery,Wii,2009,Simulation,Ubisoft,0.12,0.03,0.00,0.01,0.16,"Jun 23, 2009",81,100,24,8.6,14,Sunflowers Interactive,E10+
Mercury Meltdown Revolution,Wii,2007,Action,Ignition Entertainment,0.15,0.00,0.00,0.01,0.16,"Oct 15, 2007",77,100,41,7.4,16,Ignition Entertainment,E
Guilty Gear Judgment,PSP,2006,Fighting,Majesco Entertainment,0.13,0.00,0.02,0.01,0.16,"Sep  5, 2006",77,100,17,9.0,5,Arc System Works,T
Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,0.10,0.05,0.00,0.01,0.16,"Jul 17, 2012",69,100,53,7.4,42,n-Space,T
SD Gundam G Generation 3D,3DS,2011,Role-Playing,Namco Bandai Games,0.00,0.00,0.16,0.00,0.16,,,,,,,,
Puppeteer,PS3,2013,Platform,Sony Computer Entertainment Europe,0.07,0.05,0.02,0.02,0.16,"Sep 10, 2013",80,100,75,8.4,145,SCE Japan Studio,E10+
G-Force,X360,2009,Action,Disney Interactive Studios,0.10,0.04,0.00,0.01,0.16,"Jul 21, 2009",68,100,33,7.0,9,Eurocom Entertainment Software,E10+
Jillian Michaels Fitness Ultimatum 2011,Wii,2010,Sports,D3Publisher,0.15,0.00,0.00,0.01,0.16,"Nov 16, 2010",,,,tbd,,D3,E
Warriors: Legends of Troy,PS3,2011,Action,Tecmo Koei,0.04,0.04,0.07,0.01,0.16,"Mar 15, 2011",44,100,22,6.3,18,Tecmo Koei Canada,M
Monster Jam,Wii,2007,Racing,Activision,0.15,0.00,0.00,0.01,0.16,"Nov 19, 2007",,,,7.8,8,Activision,E
Zumba Fitness Rush,X360,2012,Sports,505 Games,0.00,0.14,0.00,0.02,0.16,"Feb 13, 2012",73,100,7,5.3,4,Majesco Games,E10+
Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011,Strategy,Konami Digital Entertainment,0.00,0.00,0.16,0.00,0.16,,,,,,,,
Ninja Gaiden Sigma,PSV,2012,Action,Tecmo Koei,0.07,0.04,0.04,0.01,0.16,"Feb 22, 2012",72,100,47,7.1,49,Team Ninja,M
Trauma Team,Wii,N/A,Simulation,Unknown,0.13,0.00,0.02,0.01,0.16,"May 18, 2010",82,100,29,8.6,20,Atlus Co.,T
The BIGS,PS3,2007,Sports,Take-Two Interactive,0.15,0.00,0.00,0.01,0.16,"Jun 25, 2007",77,100,19,6.9,10,Blue Castle Games,E
Backbreaker,X360,N/A,Sports,Unknown,0.15,0.00,0.00,0.01,0.16,"Jun  1, 2010",54,100,29,7.6,66,NaturalMotion,E
Bomberman Land,Wii,2007,Misc,Rising Star Games,0.11,0.01,0.03,0.01,0.16,"Jan 29, 2008",57,100,23,7.1,7,Racjin,E
Pursuit Force,PSP,2005,Racing,Sony Computer Entertainment,0.14,0.01,0.00,0.01,0.16,"Mar  7, 2006",75,100,59,7.7,21,Bigbig Studios,T
College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,0.15,0.00,0.00,0.01,0.16,"Nov 19, 2007",81,100,21,6.9,16,Visual Concepts,E
FaceBreaker,PS3,2008,Fighting,Electronic Arts,0.13,0.02,0.00,0.02,0.16,"Sep  3, 2008",53,100,37,4.1,17,EA Canada,T
Shrek: Forever After,PS3,2010,Platform,Activision,0.14,0.01,0.00,0.01,0.16,"May 18, 2010",57,100,11,tbd,,Xpec,E10+
Let's TAP,Wii,2008,Misc,Sega,0.08,0.06,0.01,0.01,0.16,"Jun 12, 2009",70,100,47,7.0,9,Prope,E
Sengoku Basara: Chronicle Heroes,PSP,2011,Action,Capcom,0.00,0.00,0.16,0.00,0.16,,,,,,,,
Senran Kagura Shinovi Versus: Shoujotachi no Shoumei,PSV,2013,Action,Marvelous Entertainment,0.00,0.00,0.16,0.00,0.16,,,,,,,,
Cars: Race-O-Rama,PS3,2009,Racing,THQ,0.13,0.02,0.00,0.01,0.16,"Oct 12, 2009",61,100,5,tbd,,Incinerator Games,E
Country Dance: All Stars,X360,2012,Action,GameMill Entertainment,0.15,0.00,0.00,0.01,0.16,"Mar 27, 2012",,,,tbd,,High Voltage Software,E10+
Macross Ace Frontier,PSP,2008,Simulation,Namco Bandai Games,0.00,0.00,0.16,0.00,0.16,,,,,,,,
Brunswick Cosmic Bowling,Wii,2010,Sports,GameMill Entertainment,0.15,0.00,0.00,0.01,0.16,"Sep 10, 2010",,,,tbd,,CokeM Interactive,E
Rise of the Argonauts,X360,2008,Role-Playing,Codemasters,0.03,0.12,0.00,0.01,0.16,"Dec 16, 2008",54,100,43,7.4,44,Liquid Entertainment,M
MotoGP 09/10,X360,2010,Racing,Capcom,0.06,0.08,0.00,0.02,0.16,"Mar 23, 2010",69,100,41,5.7,41,Monumental Games,E
Legends of Chima: Laval's Journey,3DS,2013,Adventure,Warner Bros. Interactive Entertainment,0.11,0.04,0.00,0.01,0.16,,,,,,,,
Race Pro,X360,2009,Racing,Atari,0.06,0.08,0.00,0.02,0.16,"Feb 17, 2009",72,100,54,7.1,57,SimBin,E
Scarface: Money. Power. Respect.,PSP,2006,Strategy,Vivendi Games,0.15,0.00,0.00,0.01,0.16,"Oct  8, 2006",58,100,12,3.2,13,Radical Entertainment,M
Hot Wheels: Track Attack,Wii,2010,Racing,THQ,0.13,0.01,0.00,0.01,0.16,"Nov 23, 2010",,,,tbd,,THQ,E
MLB 12: The Show,PSV,2012,Sports,Sony Computer Entertainment,0.15,0.00,0.00,0.01,0.16,"Mar  6, 2012",76,100,15,8.0,39,SCEA San Diego Studios,E
Drakengard 3,PS3,2013,Role-Playing,Square Enix,0.00,0.00,0.16,0.00,0.16,"May 20, 2014",,,,,,Access Games,
Sonic & Sega All-Stars Racing Transformed ,PSV,2012,Action,Sega,0.05,0.09,0.00,0.02,0.16,,,,,,,,
Splatterhouse,X360,2010,Action,Namco Bandai Games,0.13,0.02,0.00,0.01,0.16,"Nov 23, 2010",62,100,51,7.6,49,Namco Bandai Games America,M
Asphalt: Injection,PSV,2011,Action,Ubisoft,0.10,0.05,0.00,0.01,0.16,"Feb 15, 2012",49,100,33,4.2,21,Ubisoft,E10+
Dewy's Adventure,Wii,2007,Platform,Konami Digital Entertainment,0.14,0.00,0.01,0.01,0.16,"Sep 25, 2007",67,100,29,6.3,15,Konami,E
Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,0.04,0.03,0.08,0.01,0.16,"Jul  1, 2011",63,100,28,6.9,23,Vicious Cycle,T
de Blob 2,Wii,2011,Platform,THQ,0.10,0.05,0.00,0.01,0.16,"Feb 22, 2011",79,100,20,8.0,23,Blue Tongue Entertainment,E10+
J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,2009,Sports,Sega,0.00,0.00,0.16,0.00,0.16,,,,,,,,
The Wonderful 101,WiiU,2013,Action,Nintendo,0.08,0.04,0.03,0.01,0.16,"Sep 15, 2013",78,100,75,8.4,245,PlatinumGames,T
UFC Personal Trainer: The Ultimate Fitness System,Wii,2011,Sports,THQ,0.09,0.05,0.00,0.01,0.16,"Jul 12, 2011",54,100,5,tbd,,THQ,E
Battle of Giants: Dinosaurs Strike,Wii,2010,Strategy,Ubisoft,0.12,0.02,0.00,0.01,0.16,"Nov  9, 2010",,,,tbd,,Ubisoft Quebec,E10+
NHL 07,PSP,2006,Sports,Electronic Arts,0.13,0.01,0.00,0.02,0.16,"Sep 12, 2006",76,100,7,6.1,20,EA Sports,E10+
Ashes Cricket 2009,PS3,2009,Sports,Codemasters,0.00,0.14,0.00,0.01,0.16,,,,,,,,
Culdcept SAGA,X360,2006,Role-Playing,Namco Bandai Games,0.11,0.00,0.03,0.01,0.16,"Feb  5, 2008",75,100,33,9.0,44,"Omiya Soft, Jamsworks",T
Chuck E. Cheese's Party Games,Wii,2010,Misc,UFO Interactive,0.15,0.00,0.00,0.01,0.16,"Aug  2, 2010",,,,tbd,,UFO Interactive,E
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,2008,Strategy,Namco Bandai Games,0.00,0.00,0.16,0.00,0.16,,,,,,,,
Bee Movie Game,X360,2007,Action,Activision,0.14,0.00,0.00,0.01,0.16,"Oct 30, 2007",71,100,25,5.5,8,Beenox,E
Zoo Hospital,Wii,2008,Simulation,Majesco Entertainment,0.13,0.01,0.00,0.01,0.16,"Sep 22, 2008",61,100,4,tbd,,Torus Games,E
Stormrise,PS3,2009,Strategy,Sega,0.13,0.02,0.00,0.01,0.16,"Mar 24, 2009",51,100,28,5.3,20,Creative Assembly,M
Cabela's Legendary Adventures,PSP,2008,Sports,Activision,0.15,0.00,0.00,0.01,0.16,"Sep  9, 2008",,,,tbd,,FUN Labs,T
Field Commander,PSP,2006,Strategy,Sony Online Entertainment,0.14,0.00,0.00,0.01,0.16,"May 23, 2006",77,100,53,8.1,28,"Sony Online Entertainment, Mind Control Software",T
Shadows of the Damned,X360,2011,Action,Electronic Arts,0.08,0.05,0.01,0.01,0.16,"Jun 21, 2011",76,100,76,8.3,106,Grasshopper Manufacture,M
N3 II: Ninety-Nine Nights,X360,2010,Action,Microsoft Game Studios,0.05,0.06,0.04,0.01,0.16,,,,,,,,
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,2010,Sports,Konami Digital Entertainment,0.00,0.00,0.16,0.00,0.16,,,,,,,,
Kingdom Hearts: Birth by Sleep - Final Mix,PSP,2011,Role-Playing,Square Enix,0.00,0.00,0.16,0.00,0.16,,,,,,,,
ESPN: Sports Connection,WiiU,2012,Sports,Ubisoft,0.07,0.07,0.00,0.02,0.16,"Nov 13, 2012",31,100,13,2.4,15,Ubisoft,E
SingStar Motown,PS3,2009,Misc,Sony Computer Entertainment,0.00,0.14,0.00,0.02,0.16,,,,,,,,
Marvel Super Hero Squad: Comic Combat,Wii,2011,Action,THQ,0.13,0.02,0.00,0.01,0.16,"Nov 15, 2011",,,,tbd,,THQ,E10+
Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.08,0.06,0.00,0.01,0.16,"Jun 15, 2010",40,100,11,tbd,,Artech Studios,T
Ready 2 Rumble Revolution,Wii,2009,Sports,Atari,0.14,0.00,0.00,0.01,0.16,"Mar 17, 2009",37,100,31,tbd,,10tacle Studios,T
The Idolm@ster 2,PS3,2011,Misc,Namco Bandai Games,0.00,0.00,0.16,0.00,0.16,,,,,,,,
Senran Kagura: Shoujotachi no Shinei,3DS,2011,Action,Marvelous Interactive,0.00,0.00,0.16,0.00,0.16,,,,,,,,
NCAA Football 09 All-Play,Wii,2008,Sports,Electronic Arts,0.14,0.00,0.00,0.01,0.16,"Jul 15, 2008",49,100,5,5.8,32,EA Canada,E
No More Heroes: Heroes' Paradise,PS3,2010,Action,Konami Digital Entertainment,0.08,0.02,0.04,0.01,0.16,"Aug 16, 2011",72,100,38,7.4,30,FeelPlus,M
Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,0.06,0.04,0.03,0.02,0.16,"Jun 29, 2010",62,100,25,7.8,26,"Idea Factory, Gust",T
Dynasty Warriors: Gundam 3,X360,2010,Action,Tecmo Koei,0.10,0.03,0.02,0.01,0.16,"Jun 28, 2011",65,100,27,7.8,19,Koei Tecmo Games,T
CSI: Fatal Conspiracy,PS3,2010,Adventure,Ubisoft,0.10,0.04,0.00,0.02,0.15,"Oct 26, 2010",39,100,5,4.5,4,Telltale Games,M
Cars 2,3DS,2011,Platform,Disney Interactive Studios,0.15,0.00,0.00,0.01,0.15,,,,,,,,
Jurassic: The Hunted,PS3,2009,Shooter,Activision,0.14,0.00,0.00,0.01,0.15,"Nov  3, 2009",,,,tbd,,Activision,T
Shawn Johnson Gymnastics,Wii,2010,Sports,Zoo Games,0.15,0.00,0.00,0.01,0.15,"Nov 16, 2010",,,,tbd,,Zoo Games,E
Toriko: Gourmet Monsters!,3DS,2012,Role-Playing,Namco Bandai Games,0.00,0.00,0.15,0.00,0.15,,,,,,,,
TNA iMPACT!,Wii,2008,Fighting,Midway Games,0.13,0.01,0.00,0.01,0.15,,,,,,,,
Lips: Party Classics,X360,2010,Misc,Microsoft Game Studios,0.04,0.09,0.00,0.02,0.15,"Mar  2, 2010",69,100,10,tbd,,iNiS,T
Bomberman,PSP,2006,Puzzle,Konami Digital Entertainment,0.14,0.00,0.00,0.01,0.15,"Sep 12, 2006",73,100,30,5.8,4,Hudson,E
NCAA Basketball 09,PS3,2008,Sports,Electronic Arts,0.14,0.00,0.00,0.01,0.15,"Nov 17, 2008",68,100,17,tbd,,EA Canada,E
Hannah Montana: Rock Out the Show,PSP,2009,Misc,Disney Interactive Studios,0.13,0.01,0.00,0.02,0.15,"Aug  4, 2009",,,,tbd,,Page 44 Studios,E
Dungeon Siege: Throne of Agony,PSP,2006,Role-Playing,Take-Two Interactive,0.13,0.01,0.00,0.02,0.15,"Oct 30, 2006",74,100,32,8.7,16,SuperVillain Studios,T
Jikkyou Powerful Pro Yakyuu Portable,PSP,2006,Sports,Konami Digital Entertainment,0.00,0.00,0.15,0.00,0.15,,,,,,,,
Backbreaker,PS3,N/A,Sports,Unknown,0.14,0.00,0.00,0.01,0.15,"Jun  1, 2010",58,100,25,7.0,50,NaturalMotion,E
Despicable Me: The Game,PSP,2010,Platform,D3Publisher,0.04,0.07,0.00,0.04,0.15,,,,,,,,
Pursuit Force: Extreme Justice,PSP,2007,Racing,Sony Computer Entertainment,0.07,0.06,0.00,0.03,0.15,"Jan 29, 2008",73,100,44,7.9,9,Bigbig Studios,T
CSI: Fatal Conspiracy,X360,2010,Adventure,Ubisoft,0.10,0.04,0.00,0.01,0.15,"Oct 26, 2010",42,100,9,tbd,,Telltale Games,M
Family Party: 30 Great Games Outdoor Fun,Wii,2009,Misc,D3Publisher,0.14,0.00,0.00,0.01,0.15,"Sep 29, 2009",,,,tbd,,Tamsoft,E10+
Schlag den Raab,Wii,2010,Misc,Namco Bandai Games,0.00,0.13,0.00,0.03,0.15,,,,,,,,
WipeOut 3 The Game,X360,2012,Action,Activision,0.14,0.00,0.00,0.01,0.15,,,,,,,,
Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,0.14,0.00,0.00,0.01,0.15,"Feb  8, 2011",85,100,8,7.7,46,PopCap,E10+
Amagami,PSP,2011,Adventure,Kadokawa Shoten,0.00,0.00,0.15,0.00,0.15,,,,,,,,
Pro Evolution Soccer 2014,X360,2013,Action,Konami Digital Entertainment,0.03,0.11,0.00,0.02,0.15,"Sep 24, 2013",80,100,23,4.7,89,Konami,E
Velvet Assassin,X360,2009,Shooter,DTP Entertainment,0.12,0.01,0.01,0.01,0.15,"Apr 30, 2009",56,100,46,6.8,45,"Replay Studios, ML Enterprises",M
de Blob 2,PS3,2011,Platform,THQ,0.08,0.05,0.00,0.02,0.15,"Feb 22, 2011",74,100,50,6.8,26,Blue Tongue Entertainment,E10+
Family Feud Decades,Wii,2010,Misc,Ubisoft,0.14,0.00,0.00,0.01,0.15,"Nov  9, 2010",,,,tbd,,Ludia,E10+
Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,Codemasters,0.14,0.00,0.00,0.01,0.15,"Mar 31, 2009",25,100,27,2.4,37,Team 17,M
Infected,PSP,2005,Shooter,THQ,0.14,0.00,0.00,0.01,0.15,"Nov 15, 2005",74,100,49,8.9,26,Planet Moon Studios,M
My Fitness Coach 2: Exercise and Nutrition,Wii,2009,Sports,Black Bean Games,0.12,0.02,0.00,0.01,0.15,,,,,,,,
Fairytale Fights,X360,2009,Action,Playlogic Game Factory,0.13,0.01,0.00,0.01,0.15,"Oct 27, 2009",51,100,47,6.5,8,"Playlogic, Game Factory",M
Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009,Fighting,Namco Bandai Games,0.14,0.00,0.00,0.01,0.15,"Oct  6, 2009",60,100,15,6.4,8,Namco Bandai Games,T
Need for Speed: The Run,3DS,2011,Racing,Electronic Arts,0.07,0.06,0.00,0.01,0.15,"Nov 15, 2011",65,100,9,5.7,23,Firebrand Games,E10+
Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,0.08,0.05,0.00,0.02,0.15,"Nov 15, 2011",66,100,25,5.0,4,Magic Pixel Games,E
Tak and the Guardians of Gross,Wii,2008,Action,THQ,0.14,0.00,0.00,0.01,0.15,"Oct 13, 2008",63,100,5,8.0,5,THQ,E10+
uDraw Studio: Instant Artist,Wii,2011,Misc,THQ,0.05,0.08,0.00,0.02,0.15,"Nov 15, 2011",,,,tbd,,THQ,E
Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.06,0.08,0.00,0.01,0.15,"Feb 15, 2012",49,100,34,6.3,47,Ubisoft,T
Jikkyou Powerful Pro Yakyuu 2012,PSP,2012,Action,Konami Digital Entertainment,0.00,0.00,0.15,0.00,0.15,,,,,,,,
Suzumiya Haruhi no Yakusoku,PSP,2007,Adventure,Namco Bandai Games,0.00,0.00,0.15,0.00,0.15,,,,,,,,
Beowulf: The Game,PS3,2007,Action,Ubisoft,0.13,0.01,0.00,0.01,0.15,"Nov 13, 2007",51,100,18,4.9,12,Ubisoft,M
Muramasa: The Demon Blade,PSV,2013,Role-Playing,Marvelous Entertainment,0.05,0.00,0.10,0.00,0.15,,,,,,,,
The Godfather: Blackhand Edition,Wii,2007,Adventure,Electronic Arts,0.14,0.00,0.00,0.01,0.15,"Mar 20, 2007",77,100,38,8.8,43,EA Redwood Shores,M
Rango: The Video Game,PS3,2011,Action,Electronic Arts,0.05,0.07,0.00,0.03,0.15,"Mar  1, 2011",65,100,23,5.4,5,Behaviour Interactive,E10+
You Don't Know Jack,PS3,2011,Misc,THQ,0.14,0.00,0.00,0.01,0.15,"Feb  8, 2011",82,100,11,7.0,15,"Jellyvision, Iron Galaxy Studios",T
Goosebumps HorrorLand,Wii,2008,Adventure,Scholastic Inc.,0.14,0.00,0.00,0.01,0.15,"Oct 30, 2008",37,100,4,3.3,6,SScholastic Media,E10+
Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,0.13,0.01,0.00,0.01,0.15,"Sep 20, 2011",54,100,11,4.8,6,Alpha Unit,E
Burger Island,Wii,2009,Action,Destineer,0.14,0.00,0.00,0.01,0.15,"May  1, 2009",,,,tbd,,eGames,E
Final Fantasy XI: Vana'diel Collection 2008,X360,2007,Role-Playing,Square Enix,0.13,0.00,0.01,0.01,0.15,"Nov 20, 2007",,,,tbd,,Square Enix,T
Binary Domain,X360,2012,Action,Sega,0.07,0.06,0.02,0.01,0.15,"Feb 28, 2012",74,100,43,8.0,157,Sega,M
World Series of Poker: Tournament of Champions 2007 Edition,X360,2006,Misc,Activision,0.14,0.00,0.00,0.01,0.15,,,,,,,,
Family Party: Fitness Fun,Wii,2010,Sports,D3Publisher,0.14,0.00,0.00,0.01,0.15,"Sep 21, 2010",,,,tbd,,Tamsoft,E10+
Vegas Party,Wii,N/A,Misc,Unknown,0.14,0.00,0.00,0.01,0.15,"Oct 27, 2009",33,100,6,tbd,,Storm City Games,T
Apache: Air Assault,PS3,2010,Simulation,Activision,0.10,0.04,0.00,0.02,0.15,"Nov 16, 2010",66,100,17,4.7,7,Gaijin Entertainment,T
Transformers: Dark of the Moon,Wii,2011,Action,Activision,0.08,0.05,0.00,0.01,0.15,"Jun 14, 2011",34,100,14,3.8,4,Behaviour Interactive,E10+
Cabela's Survival: Shadows of Katmai,X360,2011,Sports,Activision,0.12,0.02,0.00,0.01,0.15,"Nov  1, 2011",,,,3.8,5,Activision,T
Klonoa,Wii,2008,Platform,Namco Bandai Games,0.10,0.02,0.03,0.01,0.15,"May  5, 2009",77,100,37,8.9,26,Paon Corporation,E10+
Rudolph the Red-Nosed Reindeer,Wii,2010,Action,Crave Entertainment,0.14,0.00,0.00,0.01,0.15,"Nov 11, 2010",,,,tbd,,High Voltage Software,E
Pro Yakyuu Spirits 6,PS3,2009,Sports,Konami Digital Entertainment,0.00,0.00,0.15,0.00,0.15,,,,,,,,
Rio,Wii,2011,Misc,THQ,0.12,0.02,0.00,0.01,0.15,"Apr 12, 2011",,,,tbd,,Eurocom Entertainment Software,E10+
Little League World Series Baseball 2009,Wii,2009,Sports,Activision,0.14,0.00,0.00,0.01,0.15,"Jun 23, 2009",,,,tbd,,Now Production,E
SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,0.07,0.06,0.00,0.01,0.15,"Dec  7, 2010",74,100,14,8.3,8,Milestone S.r.l,E10+
TimeShift,PS3,2007,Shooter,Vivendi Games,0.14,0.00,0.00,0.01,0.15,"Nov 19, 2007",70,100,16,6.9,19,Saber Interactive,M
Godzilla Unleashed,Wii,2007,Fighting,Atari,0.14,0.00,0.00,0.01,0.15,"Dec  5, 2007",44,100,31,6.9,28,"Pipeworks Software, Inc.",E10+
Bust-A-Move Bash!,Wii,2007,Puzzle,505 Games,0.13,0.01,0.00,0.01,0.15,,,,,,,,
Medieval Games,Wii,2009,Action,Vir2L Studios,0.13,0.01,0.00,0.01,0.15,"Oct 20, 2009",,,,5.9,13,N-Fusion Interactive Entertainment Corp.,E10+
Castlevania Judgment,Wii,2008,Fighting,Konami Digital Entertainment,0.12,0.01,0.01,0.01,0.15,"Nov 18, 2008",49,100,33,6.2,48,Eighting,T
WRC 2: FIA World Rally Championship,PS3,2011,Racing,Ubisoft,0.00,0.11,0.00,0.03,0.15,,,,,,,,
Metal Gear Solid: Peace Walker HD Edition,PS3,2011,Action,Konami Digital Entertainment,0.00,0.00,0.15,0.00,0.15,"Aug 28, 2012",,,,8.4,21,"Kojima Productions, Genki",T
Nascar Unleashed,Wii,2011,Racing,Activision,0.14,0.00,0.00,0.01,0.15,"Nov  1, 2011",,,,tbd,,,
All-Pro Football 2K8,PS3,2007,Sports,Take-Two Interactive,0.14,0.00,0.00,0.01,0.15,"Jul 16, 2007",73,100,23,7.3,21,Visual Concepts,E
NBA Live 08,Wii,2007,Sports,Electronic Arts,0.13,0.00,0.00,0.01,0.15,"Oct  1, 2007",52,100,11,7.1,21,EA Canada,E
Culdcept,3DS,2012,Misc,Nintendo,0.00,0.00,0.15,0.00,0.15,,,,,,,,
Rock Band Track Pack Volume 2,X360,2008,Misc,MTV Games,0.13,0.00,0.00,0.01,0.15,"Nov 17, 2008",,,,tbd,,Harmonix Music Systems,T
MotoGP 10/11,PS3,2011,Racing,Capcom,0.03,0.09,0.00,0.03,0.15,"Mar 15, 2011",68,100,32,5.9,21,Monumental Games,E
XCOM,X360,2013,Shooter,Take-Two Interactive,0.08,0.05,0.00,0.01,0.15,"Aug 20, 2013",68,100,30,6.6,102,2K Marin,M
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011,Adventure,Banpresto,0.00,0.00,0.15,0.00,0.15,,,,,,,,
Birds of Steel,PS3,2012,Simulation,Konami Digital Entertainment,0.06,0.05,0.02,0.02,0.15,"Mar 13, 2012",73,100,27,8.2,15,Gaijin Entertainment,T
Blitz: The League,X360,2006,Sports,Midway Games,0.14,0.00,0.00,0.01,0.15,"Nov 13, 2006",69,100,23,6.5,11,Midway,M
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006,Fighting,Atari,0.14,0.00,0.00,0.01,0.15,"Jun 24, 2008",64,100,20,7.8,13,CyberConnect2,T
XCOM,PS3,2013,Shooter,Take-Two Interactive,0.06,0.06,0.00,0.03,0.15,"Aug 20, 2013",69,100,22,6.7,51,2K Marin,M
Saw II: Flesh & Blood,PS3,2010,Action,Konami Digital Entertainment,0.09,0.04,0.00,0.02,0.15,,,,,,,,
Killer is Dead,PS3,2013,Action,Deep Silver,0.08,0.02,0.04,0.01,0.15,"Aug 27, 2013",64,100,39,8.1,155,Grasshopper Manufacture,M
Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,0.07,0.03,0.04,0.01,0.15,"Nov 15, 2011",71,100,37,8.2,23,Project Aces,T
Block Party,Wii,2008,Misc,Activision,0.14,0.00,0.00,0.01,0.15,"Nov 11, 2008",,,,2.8,4,Activision,E10+
Samurai Warriors: Katana,Wii,2007,Action,Tecmo Koei,0.10,0.00,0.04,0.01,0.15,"Jan 16, 2008",53,100,30,6.2,5,"Koei, Omega Force",T
Star Trek: The Game,X360,2013,Action,Namco Bandai Games,0.08,0.05,0.00,0.01,0.15,,,,,,,,
Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,2008,Action,Activision,0.12,0.01,0.00,0.01,0.15,,,,,,,,
The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios,0.13,0.01,0.00,0.01,0.15,"May 15, 2008",56,100,16,6.2,6,Traveller's Tales,T
Just Dance 2014,PS4,2013,Misc,Ubisoft,0.08,0.06,0.00,0.01,0.15,"Nov 12, 2013",,,,5.2,31,Ubisoft,E10+
Star Trek: The Game,PS3,2013,Action,Namco Bandai Games,0.07,0.06,0.00,0.02,0.15,,,,,,,,
Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,0.03,0.10,0.00,0.02,0.15,"Mar 12, 2013",52,100,33,5.6,101,City Interactive,M
Major League Baseball 2K11,Wii,2011,Sports,Take-Two Interactive,0.14,0.00,0.00,0.01,0.15,"Mar  8, 2011",,,,tbd,,Visual Concepts,E
Shaun White Skateboarding,Wii,2010,Sports,Ubisoft,0.11,0.03,0.00,0.01,0.15,"Oct 24, 2010",59,100,6,tbd,,Ubisoft Montreal,E10+
Black * Rock Shooter: The Game,PSP,2011,Role-Playing,Unknown,0.00,0.00,0.15,0.00,0.15,"Apr 23, 2013",66,100,19,6.8,29,Image Epoch,T
Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,0.13,0.01,0.00,0.01,0.15,"Jan 30, 2007",49,100,47,4.7,26,Hudson Soft,E10+
Ice Age: Dawn of the Dinosaurs,PS3,2009,Platform,Activision,0.11,0.02,0.00,0.01,0.15,"Jun 30, 2009",67,100,23,6.8,4,Activision,E10+
Kamen Rider: Climax Heroes OOO,Wii,2010,Fighting,Namco Bandai Games,0.00,0.00,0.15,0.00,0.15,,,,,,,,
The King of Fighters XII,PS3,2009,Fighting,Ignition Entertainment,0.10,0.00,0.03,0.01,0.14,"Jul 24, 2009",57,100,48,5.2,44,SNK Playmore,T
Monsters vs. Aliens,X360,2009,Platform,Activision,0.10,0.03,0.00,0.01,0.14,"Mar 24, 2009",63,100,31,6.6,7,Beenox,E10+
How to Train Your Dragon,PS3,2010,Action,Activision,0.11,0.02,0.00,0.01,0.14,"Mar 23, 2010",51,100,18,tbd,,Etranges Libellules,E10+
Hot Wheels: Beat That!,X360,2007,Racing,Activision,0.13,0.00,0.00,0.01,0.14,,,,,,,,
